budget,company,country,director,genre,gross,name,released,runtime,score,star,votes,year
23000000,Krisjair,USA,Simon Wincer,Action,7434726,Harley Davidson and the Marlboro Man,8/23/1991,98,6.0,Mickey Rourke,15567,1991
14000000,Walt Disney Pictures,USA,Randal Kleiser,Adventure,34793160,White Fang,1/18/1991,107,6.7,Ethan Hawke,16702,1991
23000000,Universal Pictures,USA,Michael Karbelnikoff,Crime,20246790,Mobsters,7/26/1991,104,5.9,Christian Slater,7229,1991
17000000,Stone Group Pictures,USA,Craig R. Baxley,Action,9286314,Stone Cold,5/17/1991,88,5.9,Brian Bosworth,5551,1991
17000000,TriStar Pictures,USA,Maurice Phillips,Comedy,2865916,Another You,7/26/1991,100,5.3,Richard Pryor,2959,1991
10000000,Orion Pictures,USA,Jodie Foster,Drama,25010896,Little Man Tate,11/1/1991,99,6.7,Jodie Foster,12172,1991
23000000,Argos Films,Germany,Wim Wenders,Action,752856,Until the End of the World,12/25/1991,280,6.8,William Hurt,7344,1991
1400000,IRS Media,USA,Bobcat Goldthwait,Comedy,115103,Shakes the Clown,3/13/1992,87,5.6,Bobcat Goldthwait,3958,1991
8000000,Columbia Pictures Corporation,USA,Alan Rudolph,Mystery,19018321,Mortal Thoughts,4/19/1991,102,5.7,Demi Moore,7239,1991
10000000,Vista Street Entertainment,USA,Eric Red,Horror,9188150,Body Parts,8/2/1991,88,5.5,Jeff Fahey,3290,1991
22000000,Capella International,USA,Wolfgang Petersen,Crime,11511031,Shattered,10/11/1991,98,6.5,Tom Berenger,6807,1991
13000000,Brooksfilms,USA,Mel Brooks,Comedy,4102526,Life Stinks,7/26/1991,92,5.8,Mel Brooks,7979,1991
18000000,Metro-Goldwyn-Mayer (MGM),USA,Tom Mankiewicz,Comedy,5546827,Delirious,8/9/1991,96,5.7,John Candy,6370,1991
7000000,Columbia Pictures Corporation,USA,Sean Penn,Drama,191125,The Indian Runner,9/20/1991,127,7.1,David Morse,7239,1991
11000000,Baltimore Pictures,France,Steven Soderbergh,Drama,1059071,Kafka,11/15/1991,98,6.9,Jeremy Irons,8341,1991
17000000,Twentieth Century Fox Film Corporation,USA,Peter Faiman,Comedy,4603929,Dutch,7/19/1991,107,6.4,Ed O'Neill,10048,1991
3000000,Cinetel Films,USA,Marc Rocco,Crime,390152,Where the Day Takes You,9/11/1992,105,6.8,Dermot Mulroney,2522,1991
8000000,Palace Pictures,UK,Bill Duke,Comedy,10438504,A Rage in Harlem,5/3/1991,100,5.9,Forest Whitaker,1581,1991
7500000,Carolco Pictures,USA,Martha Coolidge,Drama,6266621,Rambling Rose,9/20/1991,112,6.7,Laura Dern,4115,1991
13000000,Gladden Entertainment,USA,Stewart Raffill,Comedy,3752426,Mannequin: On the Move,5/17/1991,95,4.1,Kristy Swanson,4885,1991
10000000,Paramount Pictures,USA,Mark DiSalle,Action,14061361,The Perfect Weapon,3/15/1991,90,6.0,Jeff Speakman,2867,1991
18000000,PathÐ¹ Entertainment,USA,Nicholas Meyer,Action,1501785,Company Business,9/6/1991,98,5.7,Gene Hackman,1996,1991
14000000,Orion Pictures,USA,Woody Allen,Comedy,2735731,Shadows and Fog,3/20/1992,85,6.8,Woody Allen,14024,1991
2000000,Empire Pictures (II),USA,Stuart Gordon,Horror,3331,The Pit and the Pendulum,6/27/1991,97,6.1,Lance Henriksen,3241,1991
5000000,"Hudlin Brothers, The",USA,George Jackson,Comedy,19281235,House Party 2,10/23/1991,100,5.1,Christopher Reid,3925,1991
26000000,Hollywood Pictures,USA,Jerry Rees,Comedy,12454768,The Marrying Man,4/5/1991,115,5.7,Kim Basinger,4445,1991
17010000,Sean Daniel Company,USA,Nadia Tass,Comedy,22641969,Pure Luck,8/9/1991,96,5.7,Martin Short,5618,1991
22000000,Largo Entertainment,USA,Rod Daniel,Comedy,11000863,The Super,10/4/1991,84,5.5,Joe Pesci,4400,1991
16400000,Orion Pictures,USA,Richard Franklin,Action,21082165,F/X2,5/10/1991,108,5.8,Bryan Brown,7248,1991
28000000,Films A2,France,Leos Carax,Drama,117569,The Lovers on the Bridge,7/2/1999,125,7.6,Juliette Binoche,9590,1991
250000,Bronze Eye Productions,USA,Todd Haynes,Drama,609524,Poison,8/16/1991,85,6.5,Edith Meeks,2724,1991
16000000,Hollywood Pictures,USA,Geoff Burrowes,Action,4409328,Run,2/1/1991,91,6.1,Patrick Dempsey,2157,1991
4000000,Hollywood Pictures,USA,Heywood Gould,Action,11276846,One Good Cop,5/3/1991,114,5.8,Michael Keaton,3226,1991
16000000,Cinecom Entertainment Group,USA,Lasse HallstrÑm,Comedy,14851083,Once Around,2/1/1991,115,6.5,Richard Dreyfuss,3594,1991
6000000,Les Films 21,USA,Sylvio Tabet,Action,869325,Beastmaster 2: Through the Portal of Time,8/30/1991,107,3.8,Marc Singer,2462,1991
10000000,Orion Pictures,USA,Jonathan Wacks,Comedy,6166819,Mystery Date,8/16/1991,97,6.0,Ethan Hawke,2180,1991
4000000,Imagine Entertainment,USA,Radha Bharadwaj,Drama,259012,Closet Land,3/6/1991,100,7.2,Madeleine Stowe,2293,1991
10000000,TriStar Pictures,USA,Matthew Robbins,Adventure,8667684,Bingo,8/9/1991,100,4.7,Cindy Williams,2380,1991
19000000,Nelson Entertainment,USA,Sidney J. Furie,Action,939277,The Taking of Beverly Hills,10/11/1991,96,4.9,Ken Wahl,869,1991
1900000,Juno Pix,USA,Joseph B. Vasquez,Comedy,532933,Hangin' with the Homeboys,4/5/1991,100,7.0,Doug E. Doug,1147,1991
450000,American Playhouse,USA,Matty Rich,Crime,2712293,Straight Out of Brooklyn,1991-06,100,5.9,George T. Odom,499,1991
3000000,Touchstone Pictures,USA,Paul Mazursky,Comedy,9563393,Scenes from a Mall,2/22/1991,89,5.3,Bette Midler,4158,1991
3000000,Esperanza Films Inc.,USA,John Sayles,Crime,1264910,City of Hope,11/15/1991,129,7.4,Vincent Spano,1889,1991
13000000,Nelson Entertainment,USA,Duncan Gibbins,Action,5451119,Eve of Destruction,1/18/1991,99,4.8,Gregory Hines,1664,1991
6000000,Raffaella Productions,USA,Avi Nesher,Action,64562,Timebomb,5/25/1991,96,5.5,Michael Biehn,1236,1991
14000000,Not specified,USA,Arthur Hiller,Comedy,1989059,Married to It,3/26/1993,112,5.9,Beau Bridges,757,1991
15000000,Sandollar Productions,USA,Charles Lane,Comedy,4693236,True Identity,8/23/1991,93,5.1,Lenny Henry,1019,1991
1200000,Live Entertainment,USA,Quentin Tarantino,Crime,2832029,Reservoir Dogs,9/2/1992,99,8.3,Harvey Keitel,735396,1992
28000000,Walt Disney Pictures,USA,Ron Clements,Animation,217350219,Aladdin,11/25/1992,90,8.0,Scott Weinger,287068,1992
14400000,Warner Bros.,USA,Clint Eastwood,Drama,101157447,Unforgiven,8/7/1992,131,8.2,Clint Eastwood,304536,1992
11000000,Palo Vista Productions,USA,Jonathan Lynn,Comedy,52929168,My Cousin Vinny,3/13/1992,120,7.5,Joe Pesci,88685,1992
10000000,New Line Cinema,USA,David Lynch,Drama,4160851,Twin Peaks: Fire Walk with Me,8/28/1992,135,7.2,Sheryl Lee,67092,1992
15000000,Touchwood Pacific Partners 1,USA,Kenny Ortega,Drama,2819485,Newsies,4/10/1992,121,7.0,Christian Bale,16383,1992
25000000,Kasdan Pictures,USA,Mick Jackson,Action,121945720,The Bodyguard,11/25/1992,129,6.2,Kevin Costner,97795,1992
20000000,Paramount Pictures,USA,Penelope Spheeris,Comedy,121697350,Wayne's World,2/14/1992,94,7.0,Mike Myers,122552,1992
10000000,Avnet/Kerner Productions,USA,Stephen Herek,Comedy,50752337,The Mighty Ducks,10/2/1992,100,6.4,Emilio Estevez,48129,1992
11000000,Dino De Laurentiis Company,USA,Sam Raimi,Comedy,11502976,Army of Darkness,2/19/1993,81,7.6,Bruce Campbell,139216,1992
18000000,Twentieth Century Fox Film Corporation,USA,Chris Columbus,Adventure,173585516,Home Alone 2: Lost in New York,11/20/1992,120,6.6,Macaulay Culkin,226766,1992
12500000,GGR,USA,James Foley,Crime,10725228,Glengarry Glen Ross,10/2/1992,100,7.8,Al Pacino,82352,1992
3000000,WingNut Films,New Zealand,Peter Jackson,Comedy,242623,Dead Alive,2/12/1993,104,7.6,Timothy Balme,81752,1992
6000000,PolyGram Filmed Entertainment,USA,Bernard Rose,Horror,25792310,Candyman,10/16/1992,99,6.6,Virginia Madsen,54076,1992
24000000,Touchstone Pictures,USA,Thom Eberhardt,Adventure,22518097,Captain Ron,9/18/1992,90,5.7,Kurt Russell,17877,1992
15000000,Columbia Pictures Corporation,USA,Mick Garris,Horror,30524763,Sleepwalkers,4/10/1992,91,5.2,Brian Krause,16241,1992
24000000,FAI Films,Australia,Bill Kroyer,Animation,24650296,FernGully: Las aventuras de Zak y Crysta,4/10/1992,76,6.5,Samantha Mathis,22480,1992
5000000,Fifth Avenue Entertainment,USA,Anthony Hickox,Horror,12534961,Hellraiser III: Hell on Earth,9/11/1992,91,5.5,Terry Farrell,22036,1992
7000000,Twentieth Century Fox Film Corporation,USA,Fran Rubel Kuzui,Action,16624456,Buffy the Vampire Slayer,7/31/1992,86,5.6,Kristy Swanson,34181,1992
8000000,Paramount Pictures,USA,Mary Lambert,Fantasy,17092453,Pet Sematary II,8/28/1992,100,4.8,Edward Furlong,14545,1992
23000000,StudioCanal,USA,Roland Emmerich,Action,36299898,Universal Soldier,7/10/1992,102,6.0,Jean-Claude Van Damme,72711,1992
7000000,Encino Man Productions,USA,Les Mayfield,Comedy,40693477,Encino Man,5/22/1992,88,5.7,Sean Astin,31980,1992
5000000,Island World,USA,Ernest R. Dickerson,Action,20146880,Juice,1/17/1992,95,7.1,Omar Epps,18787,1992
5000000,Canal+,France,Roman Polanski,Drama,1862805,Luna amarga,3/18/1994,139,7.2,Hugh Grant,28002,1992
10000000,Allied Vision,UK,Brett Leonard,Horror,32101000,The Lawnmower Man,3/6/1992,108,5.4,Jeff Fahey,29522,1992
3000000,New Line Cinema,USA,Katt Shea,Drama,1829804,Poison Ivy,5/8/1992,88,5.4,Drew Barrymore,14751,1992
11700000,Hollywood Pictures,USA,Curtis Hanson,Drama,88036683,The Hand That Rocks the Cradle,1/10/1992,110,6.6,Annabella Sciorra,31853,1992
16000000,Columbia Pictures Corporation,USA,Barbet Schroeder,Drama,47922919,Single White Female,8/14/1992,107,6.3,Bridget Fonda,25871,1992
1000000,Bad Lt. Productions,USA,Abel Ferrara,Crime,2000022,Bad Lieutenant,12/17/1992,96,7.1,Harvey Keitel,31763,1992
6500000,Touchstone Pictures,USA,Jon Turteltaub,Action,29000301,3 Ninjas,8/7/1992,84,5.2,Victor Wong,17402,1992
8000000,Avenue Pictures,USA,Robert Altman,Comedy,21706100,The Player,5/8/1992,124,7.6,Tim Robbins,45208,1992
15000000,Warner Bros.,USA,Kevin Hooks,Action,44065653,Passenger 57,11/6/1992,84,5.8,Wesley Snipes,39076,1992
2000000,Arau Films Internacional,Mexico,Alfonso Arau,Drama,21665500,Como agua para chocolate,5/28/1993,105,7.2,Marco Leonardi,14517,1992
7000,Columbia Pictures Corporation,USA,Robert Rodriguez,Action,2040920,El Mariachi,2/26/1993,81,6.9,Carlos Gallardo,55226,1992
16000000,Olmos Productions,USA,Edward James Olmos,Biography,13086430,American Me,3/13/1992,125,7.2,Edward James Olmos,6417,1992
4000000,Adventure Pictures,UK,Sally Potter,Biography,5289772,Orlando,6/9/1993,94,7.2,Tilda Swinton,10849,1992
8000000,Davis Entertainment,Australia,Stuart Gordon,Action,6739141,Fortress,9/3/1993,95,5.9,Christopher Lambert,24573,1992
14000000,Cinema Plus,USA,Greg Beeman,Adventure,2034470,Mom and Dad Save the World,7/24/1992,88,5.3,Teri Garr,3656,1992
12000000,Pacific Western,USA,Brian De Palma,Crime,21370057,Raising Cain,8/7/1992,91,6.0,John Lithgow,10992,1992
3500000,Turner Pictures (I),USA,Phil Roman,Animation,3560469,The Tom and Jerry Movie,7/30/1993,84,5.3,Richard Kind,7519,1992
7000000,Challenge Film Corporation,UK,Tony Maylam,Action,5430822,Split Second,5/1/1992,90,6.2,Rutger Hauer,9103,1992
18000000,Hollywood Pictures,USA,Alan J. Pakula,Crime,21591728,Consenting Adults,10/16/1992,99,5.7,Kevin Kline,5783,1992
10000000,Twentieth Century Fox Film Corporation,USA,Dwight H. Little,Action,14356479,Rapid Fire,8/21/1992,95,6.3,Brandon Lee,6784,1992
12000000,Touchstone Pictures,USA,Peter Bogdanovich,Comedy,2280148,Noises Off...,3/20/1992,101,7.5,Michael Caine,8745,1992
27000000,Allied Filmmakers,France,Roland JoffÐ¹,Drama,14683921,City of Joy,4/17/1992,132,6.4,Patrick Swayze,4193,1992
900000,Golden Harvest Company,Hong Kong,Stanley Tong,Action,16270600,Supercop,7/26/1996,95,6.9,Jackie Chan,16056,1992
15000000,TriStar Pictures,USA,Michael Apted,Crime,22660758,Thunderheart,4/3/1992,119,6.8,Val Kilmer,12056,1992
25000000,Castle Rock Entertainment,USA,Andrew Bergman,Comedy,35208854,Honeymoon in Vegas,8/28/1992,96,5.8,James Caan,15079,1992
12000000,Walt Disney Pictures,USA,Brian Henson,Comedy,27281507,The Muppet Christmas Carol,12/11/1992,85,7.7,Michael Caine,37054,1992
900000,Corn Cobb Productions,USA,David Price,Horror,6980986,Children of the Corn II: The Final Sacrifice,1/29/1993,92,4.2,Terence Knox,6311,1992
5000000,British Broadcasting Corporation (BBC),UK,Kenneth Branagh,Comedy,4058564,Peter's Friends,12/25/1992,101,7.0,Hugh Laurie,9009,1992
14000000,Universal Pictures,USA,Walter Hill,Action,13747138,Trespass,12/25/1992,101,6.2,Bill Paxton,8433,1992
20000000,TriStar Pictures,USA,Woody Allen,Comedy,10555619,Husbands and Wives,9/18/1992,103,7.6,Woody Allen,23108,1992
20000000,Paramount Pictures,USA,Bruce Robinson,Crime,11390479,Jennifer 8,11/6/1992,124,6.2,Andy Garcia,12992,1992
15000000,Columbia Pictures Corporation,USA,Peter MacDonald,Action,40227000,Mo' Money,7/24/1992,89,5.4,Damon Wayans,5876,1992
7500000,Warner Bros.,USA,Randall Miller,Comedy,13272113,Class Act,6/5/1992,98,6.0,Christopher Reid,4351,1992
4000000,Enchantment Films Inc.,USA,Stephen Milburn Anderson,Crime,1373196,South Central,9/18/1992,99,6.8,Byron Minns,3841,1992
15500000,Alcor Films,France,Arne Glimcher,Drama,6742168,The Mambo Kings,2/28/1992,104,6.4,Armand Assante,4469,1992
10000000,Dimension Films,Hong Kong,Ringo Lam,Action,8332431,Twin Dragons,4/9/1999,104,6.4,Jackie Chan,9292,1992
17000000,Metro-Goldwyn-Mayer (MGM),USA,Michael Ritchie,Drama,4836637,Diggstown,8/14/1992,98,7.0,James Woods,6006,1992
5000000,A&M; Films,USA,Keith Gordon,Drama,1526697,A Midnight Clear,4/24/1992,108,7.2,Peter Berg,7365,1992
29000000,American Zoetrope,USA,Carroll Ballard,Action,5519569,Wind,9/11/1992,126,6.5,Matthew Modine,2123,1992
18000000,Orion Pictures,USA,Jonathan Kaplan,Drama,1949148,Love Field,2/12/1993,105,6.7,Michelle Pfeiffer,3099,1992
20000000,Penta Films,USA,Irwin Winkler,Comedy,6202756,Night and the City,10/23/1992,105,5.8,Robert De Niro,3900,1992
10000000,British Screen Productions,UK,Stephen Gyllenhaal,Drama,1034287,Waterland,10/30/1992,95,6.7,Jeremy Irons,1855,1992
5000000,Carolco Pictures,USA,Paul Schrader,Crime,1050861,Light Sleeper,3/13/1992,103,6.9,Willem Dafoe,3999,1992
10000000,Avenue Pictures,USA,Martin Bell,Crime,384048,American Heart,5/7/1993,113,6.8,Jeff Bridges,2634,1992
2700000,No Frills Film Production,USA,Neal Jimenez,Drama,1723319,The Waterdance,5/13/1992,106,6.9,Eric Stoltz,2369,1992
3330000,Atchafalaya,USA,John Sayles,Drama,5414619,Passion Fish,12/11/1992,135,7.5,Mary McDonnell,4448,1992
18000000,Orion Pictures,USA,Howard Deutch,Drama,6375979,Article 99,3/13/1992,100,6.1,Ray Liotta,2585,1992
3000000,American Playhouse,Italy,Hal Hartley,Crime,141554,Simple Men,11/6/1992,105,7.2,Robert John Burke,3563,1992
800000,Zeta Entertainment,USA,Tamra Davis,Crime,114516,Guncrazy,9/9/1993,97,5.6,Drew Barrymore,1768,1992
18000000,Paramount Pictures,USA,Christopher Crowe,Drama,11124511,Whispers in the Dark,8/7/1992,103,5.6,Annabella Sciorra,1674,1992
400000,Ang Lee Productions,Taiwan,Ang Lee,Comedy,152322,Pushing Hands,1/20/1996,105,7.3,Bozhao Wang,2826,1992
3000000,Once Upon a Time Films,USA,Matthew Meshekoff,Comedy,690966,The Opposite Sex and How to Live with Them,3/26/1993,100,4.9,Arye Gross,540,1992
18000000,Metro-Goldwyn-Mayer (MGM),USA,Bruce Beresford,Drama,2149735,Rich in Love,3/5/1993,100,6.3,Albert Finney,689,1992
22769,Desperate Pictures,USA,Gregg Araki,Comedy,692585,The Living End,8/21/1992,81,6.5,Mike Dytri,2140,1992
24000000,Majestic Films International,USA,Graeme Clifford,Mystery,608866,Ruby Cairo,10/29/1993,100,5.0,Andie MacDowell,1886,1992
13000000,In The Bag Productions,USA,Allan Moyle,Comedy,3721911,The Gun in Betty Lou's Handbag,8/21/1992,89,5.0,Penelope Ann Miller,1430,1992
16000000,JVC Entertainment Networks,USA,Beeban Kidron,Comedy,17957265,Used People,1/22/1993,100,6.0,Shirley MacLaine,1225,1992
130000,Demi-Monde Productions,USA,Nicole Conn,Drama,799674,Claire of the Moon,10/21/1993,107,4.9,Trisha Todd,843,1992
250000,American Playhouse,USA,Tom Kalin,Crime,340147,Swoon,9/25/1992,93,6.8,Daniel Schlachet,1365,1992
38000,Island World,USA,Nick Gomez,Crime,117480,Laws of Gravity,8/20/1993,100,7.0,Peter Greene,769,1992
28000000,Rhythm & Hues Studios,USA,Kenny Ortega,Comedy,39514713,Hocus Pocus,7/16/1993,96,6.7,Bette Midler,67192,1993
25000000,Hollywood Pictures,USA,George P. Cosmatos,Action,56505065,Tombstone,12/25/1993,130,7.8,Kurt Russell,103911,1993
22000000,Universal Pictures,USA,Steven Spielberg,Biography,96067179,Schindler's List,2/4/1994,195,8.9,Liam Neeson,956124,1993
18000000,Touchstone Pictures,USA,Henry Selick,Animation,75082668,The Nightmare Before Christmas,10/29/1993,76,8.0,Danny Elfman,242487,1993
6900000,Gramercy Pictures (I),USA,Richard Linklater,Comedy,7993039,Dazed and Confused,2/10/1994,102,7.7,Jason London,133831,1993
25000000,Alcor Films,France,Joel Schumacher,Crime,40903593,Un dÐ½a de furia,2/26/1993,113,7.6,Michael Douglas,143906,1993
13000000,Morgan Creek Productions,USA,Tony Scott,Crime,12281500,True Romance,9/10/1993,120,8.0,Christian Slater,174471,1993
22000000,Price Entertainment,USA,Robert De Niro,Crime,17266971,A Bronx Tale,10/1/1993,121,7.8,Robert De Niro,106183,1993
11000000,Paramount Pictures,USA,Lasse HallstrÑm,Drama,9170214,What's Eating Gilbert Grape,3/4/1994,118,7.8,Johnny Depp,183569,1993
14600000,Columbia Pictures Corporation,USA,Harold Ramis,Comedy,70906973,Groundhog Day,2/12/1993,101,8.0,Bill Murray,483649,1993
20000000,Brooksfilms,France,Mel Brooks,Adventure,35739755,Robin Hood: Men in Tights,7/28/1993,104,6.7,Cary Elwes,97973,1993
25000000,Twentieth Century Fox Film Corporation,USA,Chris Columbus,Comedy,219200000,Mrs. Doubtfire,11/24/1993,125,6.9,Robin Williams,198772,1993
21000000,TriStar Pictures,USA,Nora Ephron,Comedy,126533006,Sleepless in Seattle,6/25/1993,105,6.8,Tom Hanks,132264,1993
20000000,Warner Bros.,USA,Simon Wincer,Adventure,77698625,Free Willy,7/16/1993,112,5.9,Jason James Richter,56085,1993
26000000,TriStar Pictures,USA,Jonathan Demme,Drama,77324422,Philadelphia,1/14/1994,125,7.7,Tom Hanks,191244,1993
7000000,CiBy 2000,New Zealand,Jane Campion,Drama,40158000,El piano,2/11/1994,121,7.6,Holly Hunter,67921,1993
13000000,Hell's Kitchen Films,Ireland,Jim Sheridan,Biography,25010410,En el nombre del padre,2/25/1994,133,8.1,Daniel Day-Lewis,122973,1993
17000000,Twentieth Century Fox Film Corporation,USA,Joseph Ruben,Drama,44594000,The Good Son,9/24/1993,87,6.4,Macaulay Culkin,30596,1993
15000000,Walt Disney Pictures,USA,Jon Turteltaub,Adventure,68856263,Cool Runnings,10/1/1993,98,6.9,John Candy,75331,1993
11000000,Renaissance Films,UK,Kenneth Branagh,Comedy,22551000,Much Ado About Nothing,7/2/1993,111,7.4,Kenneth Branagh,39297,1993
15000000,Touchstone Pictures,USA,David S. Ward,Action,23004026,The Program,9/24/1993,112,6.4,James Caan,7889,1993
14000000,Raffaella De Laurentiis Productions,USA,Rob Cohen,Action,35112679,Dragon: The Bruce Lee Story,5/7/1993,120,7.0,Jason Scott Lee,23459,1993
3500000,New Line Cinema,USA,Albert Hughes,Crime,27900000,Menace II Society,5/26/1993,97,7.5,Tyrin Turner,42874,1993
18000000,Universal Pictures,USA,John Woo,Action,32589677,Hard Target,8/20/1993,97,6.1,Jean-Claude Van Damme,37456,1993
25000000,TriStar Television,USA,Ron Maxwell,Drama,10769960,Gettysburg,10/8/1993,271,7.7,Tom Berenger,22949,1993
8000000,Propaganda Films,USA,John Dahl,Crime,2502551,Red Rock West,5/14/1993,98,7.0,Nicolas Cage,16835,1993
20000000,TriStar Pictures,USA,Thomas Schlamme,Comedy,11585483,So I Married an Axe Murderer,7/30/1993,93,6.4,Mike Myers,29457,1993
15000000,Orion Pictures,USA,George A. Romero,Horror,9579068,The Dark Half,4/23/1993,122,5.9,Timothy Hutton,12885,1993
3000000,New Line Cinema,USA,Adam Marcus,Fantasy,15935068,Jason Goes to Hell: The Final Friday,8/13/1993,87,4.3,John D. LeMay,21333,1993
15000000,Touchstone Pictures,USA,Brian Gibson,Biography,39100956,What's Love Got to Do with It,6/25/1993,118,7.2,Angela Bassett,14287,1993
6000000,Morgan Creek Productions,USA,Alan Shapiro,Drama,13609396,The Crush,4/2/1993,89,5.7,Cary Elwes,12904,1993
15000000,Paramount Pictures,USA,Robert Lieberman,Biography,20100000,Fire in the Sky,3/12/1993,109,6.5,D.B. Sweeney,17555,1993
900000,Trimark Pictures,USA,Mark Jones,Comedy,8556940,Leprechaun,1/8/1993,92,4.7,Warwick Davis,18654,1993
15000000,Columbia Pictures Corporation,USA,James Ivory,Drama,22954968,The Remains of the Day,11/19/1993,134,7.9,Anthony Hopkins,49507,1993
2000000,CNCAIMC,Mexico,Guillermo del Toro,Horror,621392,Cronos,1994-05,94,6.7,Federico Luppi,21699,1993
2600000,Icon Entertainment International,USA,Rob Bowman,Adventure,2850263,Airborne,9/17/1993,91,6.2,Shane McDermott,5414,1993
22000000,Orion Pictures,USA,Fred Dekker,Action,10696210,RoboCop 3,11/5/1993,104,4.0,Nancy Allen,37985,1993
9000000,PolyGram Filmed Entertainment,USA,Dominic Sena,Crime,2395231,Kalifornia,9/3/1993,117,6.7,Brad Pitt,44601,1993
25000000,Twentieth Century Fox Film Corporation,USA,Jim Abrahams,Action,38911970,Hot Shots! Part Deux,5/21/1993,86,6.6,Charlie Sheen,72228,1993
25000000,Costa do Castelo Filmes,Portugal,Bille August,Drama,6265311,La casa de los espÐ½ritus,4/1/1994,140,6.9,Jeremy Irons,18007,1993
10000000,Twentieth Century Fox Film Corporation,USA,Daniel Stern,Comedy,53579269,Rookie of the Year,7/7/1993,103,5.9,Thomas Ian Nicholas,19681,1993
6000000,Warner Bros. Animation,USA,Eric Radomski,Animation,5617391,Batman: Mask of the Phantasm,12/25/1993,76,7.9,Kevin Conroy,33504,1993
14000000,Columbia Pictures Corporation,USA,John Singleton,Drama,27515786,Poetic Justice,7/23/1993,109,5.9,Janet Jackson,9850,1993
11000000,Tommy,USA,Tom Stern,Comedy,29296,Freaked,3/31/1994,86,6.3,Brooke Shields,4909,1993
19000000,Canal+,USA,Emir Kusturica,Comedy,106658,Arizona Dream,9/9/1994,142,7.4,Johnny Depp,36250,1993
20000000,Castle Rock Entertainment,Canada,Harold Becker,Crime,46044636,Malicia,10/1/1993,107,6.4,Alec Baldwin,19410,1993
14000000,Paramount Pictures,USA,Peter Bogdanovich,Comedy,1029721,The Thing Called Love,8/27/1993,116,6.3,River Phoenix,6086,1993
15000000,Northern Lights Entertainment,USA,Rod Daniel,Comedy,53354166,Beethoven's 2nd,12/17/1993,89,4.8,Charles Grodin,20989,1993
12000000,Metro-Goldwyn-Mayer (MGM),USA,Fred Schepisi,Comedy,6410676,Six Degrees of Separation,12/8/1993,112,6.9,Will Smith,17414,1993
17000000,Golden Harvest Company,USA,Stuart Gillard,Action,42660000,Teenage Mutant Ninja Turtles III,3/19/1993,96,4.8,Elias Koteas,26647,1993
8200000,New Line Cinema,USA,Gene Quintano,Action,27979400,Loaded Weapon 1,2/5/1993,84,6.1,Emilio Estevez,39412,1993
13000000,Dorset Productions,USA,Abel Ferrara,Horror,428868,Body Snatchers,1/28/1994,87,5.9,Gabrielle Anwar,14297,1993
22000000,Price Entertainment,UK,Richard Attenborough,Biography,25842000,Shadowlands,1/14/1994,131,7.4,Anthony Hopkins,14238,1993
11000000,Hollywood Pictures,USA,Wayne Wang,Drama,32861136,The Joy Luck Club,10/29/1993,139,7.6,Tamlyn Tomita,13064,1993
2000000,Bandai Visual Company,USA,Brian Yuzna,Horror,54207,Return of the Living Dead III,2/25/1994,97,5.9,Kent McCord,11145,1993
21000000,Largo Entertainment,USA,Stephen Hopkins,Action,12136938,Judgment Night,10/15/1993,110,6.6,Emilio Estevez,12969,1993
1500000,Davis-Films,France,Roger Avary,Crime,418953,Killing Zoe,1994-09,96,6.5,Eric Stoltz,17980,1993
15000000,Columbia Pictures Corporation,USA,Robert Harmon,Action,22189039,Nowhere to Run,1/15/1993,94,5.6,Jean-Claude Van Damme,18494,1993
7500000,Metro-Goldwyn-Mayer (MGM),USA,Tony Bill,Comedy,18899204,Untamed Heart,2/12/1993,102,6.8,Christian Slater,10810,1993
13500000,TriStar Pictures,USA,Woody Allen,Comedy,11285588,Manhattan Murder Mystery,8/18/1993,104,7.4,Woody Allen,30925,1993
22000000,Canal+,USA,Richard Benjamin,Comedy,44942695,Made in America,5/28/1993,111,4.9,Whoopi Goldberg,12718,1993
11500000,Polygram Filmed Entertainment,UK,Peter Medak,Action,3275585,Romeo Is Bleeding,2/4/1994,100,6.6,Gary Oldman,11408,1993
6500000,Walt Disney Pictures,USA,Stephen Sommers,Adventure,24103594,The Adventures of Huck Finn,4/2/1993,108,6.2,Elijah Wood,6666,1993
15000000,Columbus Circle Films,USA,Tom Holland,Drama,6419876,The Temp,2/12/1993,99,5.1,Timothy Hutton,2554,1993
6000000,August Entertainment,USA,Sheldon Lettich,Action,3273588,Only the Strong,8/27/1993,99,6.7,Mark Dacascos,4542,1993
8000000,New Line Cinema,USA,Gus Van Sant,Comedy,1710000,Even Cowgirls Get the Blues,5/20/1994,95,4.3,Uma Thurman,6381,1993
7000000,Artimm,USA,Robert Klane,Adventure,12741891,Weekend at Bernie's II,7/9/1993,97,4.6,Andrew McCarthy,11036,1993
9000000,Outlaw Productions (I),Canada,Mike Binder,Comedy,14904910,Indian Summer,4/23/1993,97,6.5,Alan Arkin,4338,1993
13000000,Hanna-Barbera Productions,UK,Charles Grosvenor,Animation,6574896,Once Upon a Forest,6/18/1993,71,6.5,Michael Crawford,4131,1993
28000000,Richard Williams Productions,UK,Richard Williams,Animation,669276,The Thief and the Cobbler,8/25/1995,72,7.1,Vincent Price,2780,1993
14000000,Imagine Films Entertainment,USA,Henry Winkler,Comedy,31888805,Cop & Ð,4/2/1993,97,3.9,Burt Reynolds,7406,1993
